antecedent,consequent,weight,count,source_row,confidence
Tin=Normal AND Hin=Wet AND Hout=Wet AND L=Normal AND CO2=Low AND Wind=Low AND E=Normal AND W=0,Poor,0.4731800766283523,1,1605,0.9911227656348276
Tin=Normal AND Hin=Wet AND Hout=Wet AND L=Normal AND CO2=Normal AND Wind=Low AND N=Low AND W=1,Acceptable,0.4404889547192053,1,1621,0.9999999999971714
Tin=Normal AND Hin=Wet AND L=Low AND Solar=Normal AND CO2=High AND N=Normal AND E=Normal AND W=0,Acceptable,0.4376181531616732,1,1505,0.9999999999970924
Tin=Normal AND Hout=Dry AND L=Low AND Solar=High AND CO2=Normal AND Wind=Low AND N=Normal AND W=3,Good,0.4179671295549063,1,772,0.7988827938522222
Tin=Normal AND Hout=Dry AND L=Normal AND Solar=Normal AND CO2=Normal AND Wind=Low AND N=Low AND W=3,Good,0.5554142560581272,1,1142,0.6063394960951799
Tin=Normal AND Hout=Dry AND L=Normal AND Solar=Normal AND CO2=Normal AND Wind=Medium AND N=Normal AND W=3,Acceptable,0.4471145541956801,1,266,0.5783213747863297
Tin=Normal AND Hout=Normal AND L=High AND Solar=Low AND CO2=High AND N=High AND E=Normal AND W=1,Acceptable,0.4372284016882861,1,770,0.9736616993452883
Tin=Normal AND Hout=Normal AND L=Low AND Solar=High AND Wind=Medium AND N=High AND E=Normal AND W=3,Good,0.3452783937331085,1,645,0.7907700344724248
Tin=Normal AND Hout=Normal AND L=Low AND Solar=Normal AND CO2=Normal AND Wind=Low AND N=Normal AND W=3,Good,0.4731800766283523,1,257,0.6451383916965334
Tin=Normal AND Hout=Normal AND L=Low AND Solar=Normal AND CO2=Normal AND Wind=Medium AND N=High AND W=0,Acceptable,0.3491260146815741,1,1047,0.9823384728672794
Tin=Normal AND Hout=Normal AND L=Normal AND Solar=Normal AND Wind=Medium AND N=Low AND E=Normal AND W=0,Acceptable,0.4241964134233999,1,1208,0.8828030326183204
Tin=Normal AND Hout=Normal AND Solar=Low AND CO2=Normal AND Wind=High AND N=High AND E=Normal AND W=2,Poor,0.3396112273198253,1,616,0.9999999999967516
Tin=Normal AND Hout=Normal AND Solar=Normal AND CO2=Normal AND Wind=Low AND N=High AND E=Normal AND W=3,Good,0.4969518190108273,1,178,0.7803096596621198
Tin=Normal AND L=Low AND Solar=High AND CO2=Normal AND Wind=Medium AND N=Low AND E=Normal AND W=3,Good,0.3482816031206678,1,279,0.7443324150226124
Tin=Normal AND L=Normal AND Solar=Low AND CO2=Normal AND Wind=Medium AND N=High AND E=High AND W=2,Poor,0.3513000648414798,1,1336,0.999999999997672
Tin=Normal AND L=Normal AND Solar=Low AND CO2=Normal AND Wind=Medium AND N=High AND E=Low AND W=1,Acceptable,0.4425477347962393,1,902,0.99999999999779
